title,0
"Shawshank Redemption, The (1994)",4.429022082018927
"Godfather, The (1972)",4.2890625
Fight Club (1999),4.272935779816514
"Godfather: Part II, The (1974)",4.25968992248062
"Departed, The (2006)",4.252336448598131
Goodfellas (1990),4.25
Casablanca (1942),4.24
"Dark Knight, The (2008)",4.238255033557047
"Usual Suspects, The (1995)",4.237745098039215
"Princess Bride, The (1987)",4.232394366197183
Star Wars: Episode IV - A New Hope (1977),4.231075697211155
Schindler's List (1993),4.225
Apocalypse Now (1979),4.219626168224299
American History X (1998),4.217054263565892
Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2075
One Flew Over the Cuckoo's Nest (1975),4.203007518796992
Reservoir Dogs (1992),4.202290076335878
Pulp Fiction (1994),4.197068403908795
"Matrix, The (1999)",4.192446043165468
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.183333333333334
Forrest Gump (1994),4.164133738601824
Monty Python and the Holy Grail (1975),4.161764705882353
"Silence of the Lambs, The (1991)",4.161290322580645
Eternal Sunshine of the Spotless Mind (2004),4.1603053435114505
"Green Mile, The (1999)",4.148648648648648
Saving Private Ryan (1998),4.1462765957446805
Star Wars: Episode VI - Return of the Jedi (1983),4.137755102040816
Memento (2000),4.122641509433962
"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919
Fargo (1996),4.116022099447513
"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606
Taxi Driver (1976),4.105769230769231
Blade Runner (1982),4.100806451612903
Full Metal Jacket (1987),4.098039215686274
"Shining, The (1980)",4.08256880733945
Good Will Hunting (1997),4.078014184397163
Inception (2010),4.066433566433567
WALL·E (2008),4.0576923076923075
American Beauty (1999),4.056372549019608
Indiana Jones and the Last Crusade (1989),4.046428571428572
Trainspotting (1996),4.03921568627451
Back to the Future (1985),4.038011695906433
Braveheart (1995),4.031645569620253
"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.018796992481203
Up (2009),4.004761904761905
"Beautiful Mind, A (2001)",4.0
"Clockwork Orange, A (1971)",3.995833333333333
"Fugitive, The (1993)",3.9921052631578946
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),3.983050847457627
Donnie Darko (2001),3.981651376146789
Seven (a.k.a. Se7en) (1995),3.9753694581280787
Terminator 2: Judgment Day (1991),3.970982142857143
Alien (1979),3.969178082191781
Aliens (1986),3.9642857142857144
Kill Bill: Vol. 1 (2003),3.9618320610687023
Finding Nemo (2003),3.9609929078014185
Heat (1995),3.946078431372549
Groundhog Day (1993),3.944055944055944
"Lion King, The (1994)",3.941860465116279
Gladiator (2000),3.9382352941176473
"Big Lebowski, The (1998)",3.9245283018867925
Catch Me If You Can (2002),3.9217391304347826
Toy Story (1995),3.9209302325581397
"Terminator, The (1984)",3.8969465648854964
2001: A Space Odyssey (1968),3.8944954128440368
"Sixth Sense, The (1999)",3.893854748603352
V for Vendetta (2006),3.885
Willy Wonka & the Chocolate Factory (1971),3.8739495798319328
"Monsters, Inc. (2001)",3.871212121212121
Kill Bill: Vol. 2 (2004),3.868181818181818
Shrek (2001),3.8676470588235294
Batman Begins (2005),3.8620689655172415
Die Hard (1988),3.8620689655172415
Clerks (1994),3.855769230769231
Apollo 13 (1995),3.845771144278607
Ocean's Eleven (2001),3.8445378151260505
Ferris Bueller's Day Off (1986),3.8394495412844036
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",3.8363636363636364
"Incredibles, The (2004)",3.836
Dances with Wolves (1990),3.8353658536585367
"Bourne Identity, The (2002)",3.8169642857142856
"Truman Show, The (1998)",3.812
Aladdin (1992),3.7923497267759565
"Breakfast Club, The (1985)",3.7787610619469025
Pirates of the Caribbean: The Curse of the Black Pearl (2003),3.778523489932886
Ghostbusters (a.k.a. Ghost Busters) (1984),3.775
Beauty and the Beast (1991),3.7705479452054793
E.T. the Extra-Terrestrial (1982),3.7663934426229506
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),3.7616822429906542
Jurassic Park (1993),3.75
"Fifth Element, The (1997)",3.7456896551724137
Cast Away (2000),3.7
X-Men (2000),3.699248120300752
There's Something About Mary (1998),3.676190476190476
Babe (1995),3.65234375
"Rock, The (1996)",3.6404958677685952
Indiana Jones and the Temple of Doom (1984),3.638888888888889
Minority Report (2002),3.6375
Crimson Tide (1995),3.6359223300970873
Clear and Present Danger (1994),3.6045454545454545
Harry Potter and the Chamber of Secrets (2002),3.5980392156862746
Die Hard: With a Vengeance (1995),3.5555555555555554
Spider-Man (2002),3.540983606557377
Mission: Impossible (1996),3.537037037037037
Austin Powers: International Man of Mystery (1997),3.535
"Firm, The (1993)",3.5346534653465347
Speed (1994),3.5292397660818713
Four Weddings and a Funeral (1994),3.5194174757281553
True Lies (1994),3.497191011235955
GoldenEye (1995),3.496212121212121
Men in Black (a.k.a. MIB) (1997),3.487878787878788
Pretty Woman (1990),3.4851851851851854
Sleepless in Seattle (1993),3.4716981132075473
Interview with the Vampire: The Vampire Chronicles (1994),3.458715596330275
Independence Day (a.k.a. ID4) (1996),3.4455445544554455
Ghost (1990),3.4347826086956523
Jumanji (1995),3.4318181818181817
Batman (1989),3.4285714285714284
Outbreak (1995),3.4257425742574257
Titanic (1997),3.414285714285714
Star Trek: Generations (1994),3.3935185185185186
Mrs. Doubtfire (1993),3.388888888888889
American Pie (1999),3.378640776699029
Stargate (1994),3.375
Twister (1996),3.321138211382114
Clueless (1995),3.293269230769231
Austin Powers: The Spy Who Shagged Me (1999),3.1983471074380163
"Mask, The (1994)",3.1847133757961785
Star Wars: Episode I - The Phantom Menace (1999),3.107142857142857
Dumb & Dumber (Dumb and Dumber) (1994),3.0601503759398496
Ace Ventura: Pet Detective (1994),3.040372670807453
"Net, The (1995)",3.0401785714285716
Cliffhanger (1993),3.0346534653465347
Home Alone (1990),2.9956896551724137
Batman Forever (1995),2.9160583941605838
Waterworld (1995),2.9130434782608696
